dateTime,sensor,sensorLatitude,sensorLongitude,sensorBattery,airTemperature,airHumidity,soilTemperature
2026-06-01 18:08:41,lht65-02,52.25,5.97326,3.023,24.98,63.2,24.81
2026-06-01 18:18:34,lht65-02,52.25,5.97326,3.023,24.69,64.1,24.75
2026-06-01 18:28:34,lht65-02,52.25,5.97326,3.023,24.41,65.8,24.68
2026-06-01 18:38:34,lht65-02,52.25,5.97326,3.023,24.02,67.9,24.62
2026-06-01 18:48:41,lht65-02,52.25,5.97326,3.023,23.61,70.5,24.56
2026-06-01 18:58:34,lht65-02,52.25,5.97326,3.023,23.32,74.1,24.5
2026-06-01 19:08:34,lht65-02,52.25,5.97326,3.023,23.02,76.0,24.43
2026-06-01 19:18:34,lht65-02,52.25,5.97326,3.023,22.82,77.9,24.37
2026-06-01 19:28:34,lht65-02,52.25,5.97326,3.025,22.53,79.0,24.31
2026-06-01 19:38:34,lht65-02,52.25,5.97326,3.025,22.06,80.1,24.25
2026-06-01 19:48:34,lht65-02,52.25,5.97326,3.025,21.52,81.2,24.18
2026-06-01 19:58:34,lht65-02,52.25,5.97326,3.023,20.95,82.5,24.12
2026-06-01 20:08:34,lht65-02,52.25,5.97326,3.023,20.52,82.7,24.06
2026-06-01 20:18:34,lht65-02,52.25,5.97326,3.025,19.86,82.3,24.0
2026-06-01 20:28:34,lht65-02,52.25,5.97326,3.025,19.39,82.9,23.93
2026-06-01 20:48:34,lht65-02,52.25,5.97326,3.023,18.27,83.5,23.75
2026-06-01 20:58:34,lht65-02,52.25,5.97326,3.023,17.84,83.7,23.68
2026-06-01 21:18:34,lht65-02,52.25,5.97326,3.023,17.08,85.3,23.5
2026-06-01 21:28:34,lht65-02,52.25,5.97326,3.025,16.74,86.1,23.37
2026-06-01 21:38:34,lht65-02,52.25,5.97326,3.023,16.39,86.8,23.31
2026-06-01 21:48:34,lht65-02,52.25,5.97326,3.023,16.11,87.4,23.25
2026-06-01 21:58:41,lht65-02,52.25,5.97326,3.023,15.85,87.8,23.12
2026-06-01 22:08:34,lht65-02,52.25,5.97326,3.023,15.7,88.7,23.06
2026-06-01 22:18:34,lht65-02,52.25,5.97326,3.023,15.58,88.8,23.0
2026-06-01 22:28:34,lht65-02,52.25,5.97326,3.021,15.45,88.8,22.87
2026-06-01 22:38:34,lht65-02,52.25,5.97326,3.021,15.34,88.8,22.81
2026-06-01 22:48:34,lht65-02,52.25,5.97326,3.021,15.23,89.2,22.68
2026-06-01 23:08:34,lht65-02,52.25,5.97326,3.019,14.92,89.2,22.56
2026-06-01 23:28:34,lht65-02,52.25,5.97326,3.019,14.71,90.1,22.37
2026-06-01 23:38:34,lht65-02,52.25,5.97326,3.019,14.63,90.1,22.25
2026-06-01 23:58:34,lht65-02,52.25,5.97326,3.021,14.45,90.8,22.12
2026-06-02 00:28:33,lht65-02,52.25,5.97326,3.025,14.31,91.2,21.87
2026-06-02 00:38:33,lht65-02,52.25,5.97326,3.021,14.28,91.2,21.81
2026-06-02 00:48:33,lht65-02,52.25,5.97326,3.021,14.06,91.2,21.75
2026-06-02 00:58:33,lht65-02,52.25,5.97326,3.021,13.96,91.3,21.68
2026-06-02 01:08:33,lht65-02,52.25,5.97326,3.023,13.82,91.4,21.62
2026-06-02 01:18:33,lht65-02,52.25,5.97326,3.019,13.71,91.5,21.5
2026-06-02 01:28:33,lht65-02,52.25,5.97326,3.019,13.63,91.7,21.43
2026-06-02 01:48:33,lht65-02,52.25,5.97326,3.019,13.48,91.9,21.31
2026-06-02 01:58:33,lht65-02,52.25,5.97326,3.018,13.45,92.2,21.25
2026-06-02 02:08:33,lht65-02,52.25,5.97326,3.021,13.43,92.6,21.18
2026-06-02 02:28:33,lht65-02,52.25,5.97326,3.019,13.41,93.1,21.06
2026-06-02 02:38:33,lht65-02,52.25,5.97326,3.021,13.38,93.1,21.0
2026-06-02 02:48:33,lht65-02,52.25,5.97326,3.021,13.28,93.1,20.93
2026-06-02 02:58:33,lht65-02,52.25,5.97326,3.019,13.21,92.9,20.87
2026-06-02 03:08:33,lht65-02,52.25,5.97326,3.018,13.15,93.0,20.81
2026-06-02 03:18:33,lht65-02,52.25,5.97326,3.019,13.14,93.2,20.75
2026-06-02 03:28:33,lht65-02,52.25,5.97326,3.019,13.13,93.4,20.68
2026-06-02 03:38:33,lht65-02,52.25,5.97326,3.019,13.18,93.6,20.62
2026-06-02 03:48:40,lht65-02,52.25,5.97326,3.019,13.28,93.8,20.56
2026-06-02 03:58:40,lht65-02,52.25,5.97326,3.019,13.52,94.0,20.5
2026-06-02 04:08:33,lht65-02,52.25,5.97326,3.019,13.97,94.3,20.5
2026-06-02 04:28:40,lht65-02,52.25,5.97326,3.019,15.2,94.3,20.37
2026-06-02 04:48:40,lht65-02,52.25,5.97326,3.019,16.19,92.9,20.31
2026-06-02 04:58:33,lht65-02,52.25,5.97326,3.019,16.72,92.3,20.25
2026-06-02 05:08:33,lht65-02,52.25,5.97326,3.019,17.32,91.6,20.25
2026-06-02 05:18:33,lht65-02,52.25,5.97326,3.019,18.15,90.7,20.25
2026-06-02 05:28:40,lht65-02,52.25,5.97326,3.021,19.33,89.7,20.25
2026-06-02 05:38:33,lht65-02,52.25,5.97326,3.019,20.46,88.4,20.18
2026-06-02 05:48:40,lht65-02,52.25,5.97326,3.021,21.58,87.4,20.25
2026-06-02 05:58:33,lht65-02,52.25,5.97326,3.023,22.31,84.8,20.31
2026-06-02 06:08:33,lht65-02,52.25,5.97326,3.021,22.83,83.3,20.31
2026-06-02 06:18:33,lht65-02,52.25,5.97326,3.019,23.16,83.1,20.31
2026-06-02 06:28:40,lht65-02,52.25,5.97326,3.019,23.41,82.2,20.37
2026-06-02 06:48:33,lht65-02,52.25,5.97326,3.016,24.27,81.8,20.5
2026-06-02 06:58:33,lht65-02,52.25,5.97326,3.016,25.32,80.9,20.56
2026-06-02 07:08:40,lht65-02,52.25,5.97326,3.016,26.13,80.9,20.62
2026-06-02 07:18:33,lht65-02,52.25,5.97326,3.014,27.14,68.7,20.68
2026-06-02 07:28:33,lht65-02,52.25,5.97326,3.016,27.48,65.9,20.75
2026-06-02 07:38:33,lht65-02,52.25,5.97326,3.019,27.55,62.7,20.87
2026-06-02 07:58:33,lht65-02,52.25,5.97326,3.016,28.11,63.1,21.06
2026-06-02 08:08:33,lht65-02,52.25,5.97326,3.019,28.44,60.2,21.12
2026-06-02 08:18:33,lht65-02,52.25,5.97326,3.019,28.51,61.4,21.25
2026-06-02 08:28:40,lht65-02,52.25,5.97326,3.019,28.27,59.9,21.37
2026-06-02 08:38:33,lht65-02,52.25,5.97326,3.019,28.77,60.6,21.43
2026-06-02 08:58:33,lht65-02,52.25,5.97326,3.019,29.0,59.0,21.62
2026-06-02 09:08:40,lht65-02,52.25,5.97326,3.016,29.9,55.2,21.75
2026-06-02 09:18:40,lht65-02,52.25,5.97326,3.019,29.9,50.0,21.81
2026-06-02 09:28:33,lht65-02,52.25,5.97326,3.019,28.6,51.5,21.93
2026-06-02 09:38:33,lht65-02,52.25,5.97326,3.019,26.67,55.0,22.0
2026-06-02 09:48:33,lht65-02,52.25,5.97326,3.019,24.72,62.4,22.12
2026-06-02 09:58:33,lht65-02,52.25,5.97326,3.019,23.07,68.2,22.18
2026-06-02 10:08:33,lht65-02,52.25,5.97326,3.019,21.91,75.0,22.18
2026-06-02 10:18:33,lht65-02,52.25,5.97326,3.019,21.5,78.4,22.18
2026-06-02 10:28:39,lht65-02,52.25,5.97326,3.019,21.27,81.6,22.18
2026-06-02 10:38:32,lht65-02,52.25,5.97326,3.019,21.36,83.0,22.18
2026-06-02 10:58:33,lht65-02,52.25,5.97326,3.019,21.68,83.0,22.12
2026-06-02 11:18:32,lht65-02,52.25,5.97326,3.019,23.64,82.2,22.06
2026-06-02 11:28:33,lht65-02,52.25,5.97326,3.021,25.32,80.4,22.12
2026-06-02 11:38:32,lht65-02,52.25,5.97326,3.019,27.35,78.0,22.12
2026-06-02 11:48:33,lht65-02,52.25,5.97326,3.019,30.52,70.1,22.12
2026-06-02 11:58:39,lht65-02,52.25,5.97326,3.019,29.93,59.4,22.18
2026-06-02 12:08:32,lht65-02,52.25,5.97326,3.021,29.38,61.1,22.25
2026-06-02 12:18:32,lht65-02,52.25,5.97326,3.019,30.32,60.9,22.37
2026-06-02 12:28:39,lht65-02,52.25,5.97326,3.019,32.46,54.5,22.5
2026-06-02 12:38:32,lht65-02,52.25,5.97326,3.021,31.88,50.9,22.62
2026-06-02 12:48:32,lht65-02,52.25,5.97326,3.023,31.58,52.3,22.75
2026-06-02 13:08:32,lht65-02,52.25,5.97326,3.021,31.92,52.7,23.06
2026-06-02 13:18:39,lht65-02,52.25,5.97326,3.023,30.83,48.2,23.18
2026-06-02 13:28:32,lht65-02,52.25,5.97326,3.023,30.31,53.8,23.37
2026-06-02 13:38:39,lht65-02,52.25,5.97326,3.021,29.37,52.4,23.5
2026-06-02 13:58:32,lht65-02,52.25,5.97326,3.023,27.37,57.0,23.75
2026-06-02 14:08:32,lht65-02,52.25,5.97326,3.023,25.42,59.4,23.81
2026-06-02 14:18:39,lht65-02,52.25,5.97326,3.023,24.05,64.8,23.87
2026-06-02 14:28:39,lht65-02,52.25,5.97326,3.027,23.29,71.5,23.93
2026-06-02 14:38:32,lht65-02,52.25,5.97326,3.023,22.59,75.5,23.87
2026-06-02 14:48:32,lht65-02,52.25,5.97326,3.023,22.09,78.4,23.81
2026-06-02 14:58:39,lht65-02,52.25,5.97326,3.023,21.89,80.9,23.81
2026-06-02 15:08:39,lht65-02,52.25,5.97326,3.023,22.09,82.3,23.75
2026-06-02 15:18:32,lht65-02,52.25,5.97326,3.023,22.31,82.6,23.68
2026-06-02 15:28:32,lht65-02,52.25,5.97326,3.023,22.11,82.0,23.62
2026-06-02 15:38:39,lht65-02,52.25,5.97326,3.023,21.68,82.4,23.56
2026-06-02 15:48:40,lht65-02,52.25,5.97326,3.023,21.49,83.0,23.5
2026-06-02 15:58:32,lht65-02,52.25,5.97326,3.023,21.35,83.5,23.43
2026-06-02 16:08:32,lht65-02,52.25,5.97326,3.019,21.22,83.7,23.37
2026-06-02 16:18:32,lht65-02,52.25,5.97326,3.023,21.16,84.1,23.31
2026-06-02 16:38:39,lht65-02,52.25,5.97326,3.021,21.25,84.6,23.18
2026-06-02 16:48:32,lht65-02,52.25,5.97326,3.023,21.23,84.7,23.12
2026-06-02 16:58:39,lht65-02,52.25,5.97326,3.021,21.2,84.9,23.06
2026-06-02 17:18:32,lht65-02,52.25,5.97326,3.023,21.14,85.3,23.0
2026-06-02 17:28:32,lht65-02,52.25,5.97326,3.023,20.92,85.3,22.93
2026-06-02 17:38:32,lht65-02,52.25,5.97326,3.023,20.64,85.4,22.93
2026-06-02 17:48:46,lht65-02,52.25,5.97326,3.023,20.28,85.4,22.81
2026-06-02 17:58:32,lht65-02,52.25,5.97326,3.021,19.86,85.8,22.81
2026-06-02 18:08:39,lht65-02,52.25,5.97326,3.021,19.61,86.3,22.75
2026-06-02 18:18:32,lht65-02,52.25,5.97326,3.021,19.31,86.8,22.68
2026-06-02 18:28:32,lht65-02,52.25,5.97326,3.019,19.05,87.3,22.62
2026-06-02 18:38:32,lht65-02,52.25,5.97326,3.021,18.81,87.7,22.56
2026-06-02 18:48:32,lht65-02,52.25,5.97326,3.023,18.63,88.1,22.56
2026-06-02 18:58:32,lht65-02,52.25,5.97326,3.019,18.46,88.5,22.5
2026-06-02 19:08:39,lht65-02,52.25,5.97326,3.018,18.28,88.5,22.43
2026-06-02 19:18:32,lht65-02,52.25,5.97326,3.019,18.12,88.9,22.37
2026-06-02 19:28:32,lht65-02,52.25,5.97326,3.019,18.0,89.0,22.31
2026-06-02 19:38:32,lht65-02,52.25,5.97326,3.018,17.83,89.2,22.25
2026-06-02 19:48:32,lht65-02,52.25,5.97326,3.021,17.64,89.5,22.18
2026-06-02 19:58:32,lht65-02,52.25,5.97326,3.019,17.41,89.8,22.12
2026-06-02 20:08:31,lht65-02,52.25,5.97326,3.021,17.24,90.3,22.06
2026-06-02 20:38:31,lht65-02,52.25,5.97326,3.019,16.88,91.5,21.87
2026-06-02 21:08:31,lht65-02,52.25,5.97326,3.019,16.63,92.3,21.75
2026-06-02 21:28:31,lht65-02,52.25,5.97326,3.016,16.33,91.9,21.62
2026-06-02 21:38:31,lht65-02,52.25,5.97326,3.016,16.12,91.6,21.56
2026-06-02 21:48:31,lht65-02,52.25,5.97326,3.016,15.9,91.4,21.5
2026-06-02 21:58:31,lht65-02,52.25,5.97326,3.012,15.64,91.1,21.43
2026-06-02 22:48:31,lht65-02,52.25,5.97326,3.012,14.96,92.9,21.12
2026-06-02 22:58:32,lht65-02,52.25,5.97326,3.012,14.88,93.1,21.12
2026-06-02 23:08:45,lht65-02,52.25,5.97326,3.016,14.79,93.2,21.0
2026-06-02 23:18:31,lht65-02,52.25,5.97326,3.016,14.73,93.4,21.0
2026-06-02 23:28:31,lht65-02,52.25,5.97326,3.016,14.64,93.3,20.93
2026-06-02 23:38:31,lht65-02,52.25,5.97326,3.016,14.49,93.2,20.87
2026-06-02 23:48:31,lht65-02,52.25,5.97326,3.016,14.32,93.0,20.81
2026-06-02 23:58:38,lht65-02,52.25,5.97326,3.016,14.3,92.7,20.75
2026-06-03 00:18:38,lht65-02,52.25,5.97326,3.019,13.9,92.8,20.62
2026-06-03 00:28:31,lht65-02,52.25,5.97326,3.016,13.8,93.0,20.62
2026-06-03 00:38:31,lht65-02,52.25,5.97326,2.996,13.7,93.0,20.5
2026-06-03 00:48:31,lht65-02,52.25,5.97326,3.01,13.58,93.1,20.5
2026-06-03 00:58:38,lht65-02,52.25,5.97326,3.012,13.47,93.2,20.43
2026-06-03 01:08:31,lht65-02,52.25,5.97326,3.009,13.37,93.2,20.37
2026-06-03 01:18:31,lht65-02,52.25,5.97326,3.01,13.22,93.2,20.31
2026-06-03 01:28:31,lht65-02,52.25,5.97326,3.012,13.11,93.2,20.25
2026-06-03 01:38:31,lht65-02,52.25,5.97326,2.987,13.09,93.5,20.18
2026-06-03 01:48:31,lht65-02,52.25,5.97326,3.009,13.15,94.1,20.12
2026-06-03 02:08:31,lht65-02,52.25,5.97326,3.009,13.16,95.1,20.06
2026-06-03 02:18:31,lht65-02,52.25,5.97326,3.009,13.06,95.2,20.0
2026-06-03 02:28:38,lht65-02,52.25,5.97326,3.012,12.98,95.2,19.93
2026-06-03 02:38:38,lht65-02,52.25,5.97326,3.009,12.93,95.2,19.87
2026-06-03 02:48:31,lht65-02,52.25,5.97326,3.009,12.97,95.3,19.87
2026-06-03 02:58:31,lht65-02,52.25,5.97326,3.01,13.02,95.6,19.75
2026-06-03 03:08:31,lht65-02,52.25,5.97326,3.007,13.02,96.1,19.75
2026-06-03 03:18:38,lht65-02,52.25,5.97326,3.009,12.92,96.4,19.68
2026-06-03 03:28:38,lht65-02,52.25,5.97326,3.009,12.82,96.1,19.68
2026-06-03 03:38:31,lht65-02,52.25,5.97326,3.007,12.76,96.0,19.62
2026-06-03 03:48:31,lht65-02,52.25,5.97326,3.009,12.78,95.9,19.56
2026-06-03 03:58:38,lht65-02,52.25,5.97326,3.009,12.92,96.0,19.5
2026-06-03 04:08:31,lht65-02,52.25,5.97326,3.009,13.04,96.1,19.5
2026-06-03 04:18:31,lht65-02,52.25,5.97326,3.01,13.31,96.2,19.43
2026-06-03 04:28:38,lht65-02,52.25,5.97326,3.009,13.8,96.4,19.37
2026-06-03 04:38:38,lht65-02,52.25,5.97326,3.009,14.39,96.4,19.37
2026-06-03 04:48:38,lht65-02,52.25,5.97326,3.01,14.9,95.7,19.37
2026-06-03 04:58:38,lht65-02,52.25,5.97326,3.009,15.44,95.4,19.31
2026-06-03 05:08:31,lht65-02,52.25,5.97326,3.012,16.0,95.4,19.31
2026-06-03 05:48:31,lht65-02,52.25,5.97326,3.012,19.03,90.6,19.31
2026-06-03 05:58:31,lht65-02,52.25,5.97326,3.012,19.63,88.7,19.31
2026-06-03 06:18:38,lht65-02,52.25,5.97326,3.01,20.29,86.4,19.37
2026-06-03 06:28:31,lht65-02,52.25,5.97326,3.012,20.63,86.1,19.37
2026-06-03 06:38:31,lht65-02,52.25,5.97326,3.016,21.15,86.1,19.43
2026-06-03 06:48:31,lht65-02,52.25,5.97326,3.016,21.59,85.4,19.5
2026-06-03 06:58:31,lht65-02,52.25,5.97326,3.016,21.94,84.6,19.56
2026-06-03 07:08:44,lht65-02,52.25,5.97326,3.016,22.44,84.1,19.62
2026-06-03 07:28:30,lht65-02,52.25,5.97326,3.009,22.91,75.5,19.75
2026-06-03 07:38:37,lht65-02,52.25,5.97326,3.012,22.58,74.2,19.81
2026-06-03 07:48:30,lht65-02,52.25,5.97326,3.014,21.74,74.0,19.81
2026-06-03 07:58:30,lht65-02,52.25,5.97326,3.014,21.44,75.6,19.93
2026-06-03 08:08:30,lht65-02,52.25,5.97326,3.014,21.47,76.9,19.93
2026-06-03 08:18:30,lht65-02,52.25,5.97326,3.016,21.34,76.9,20.0
2026-06-03 08:28:30,lht65-02,52.25,5.97326,3.016,21.14,75.6,20.06
2026-06-03 08:38:30,lht65-02,52.25,5.97326,3.012,21.81,78.2,20.12
2026-06-03 08:48:30,lht65-02,52.25,5.97326,3.007,23.67,75.0,20.12
2026-06-03 08:58:37,lht65-02,52.25,5.97326,3.009,25.32,68.3,20.18
2026-06-03 09:08:30,lht65-02,52.25,5.97326,3.009,26.63,67.7,20.25
2026-06-03 09:18:37,lht65-02,52.25,5.97326,3.009,27.06,61.6,20.31
2026-06-03 09:28:31,lht65-02,52.25,5.97326,3.016,26.38,64.7,20.43
2026-06-03 09:38:30,lht65-02,52.25,5.97326,3.014,26.46,64.6,20.56
2026-06-03 09:48:30,lht65-02,52.25,5.97326,3.016,25.32,65.1,20.62
2026-06-03 09:58:30,lht65-02,52.25,5.97326,3.012,24.41,67.2,20.75
2026-06-03 10:08:30,lht65-02,52.25,5.97326,3.014,24.62,70.2,20.81
2026-06-03 10:18:30,lht65-02,52.25,5.97326,3.016,24.65,69.4,20.93
2026-06-03 10:38:30,lht65-02,52.25,5.97326,3.012,26.44,69.4,21.06
2026-06-03 10:48:30,lht65-02,52.25,5.97326,3.009,29.19,67.2,21.12
2026-06-03 10:58:30,lht65-02,52.25,5.97326,3.005,30.08,50.0,21.18
2026-06-03 11:28:30,lht65-02,52.25,5.97326,3.016,26.28,58.2,21.62
2026-06-03 11:38:30,lht65-02,52.25,5.97326,3.016,25.82,60.3,21.68
2026-06-03 11:58:30,lht65-02,52.25,5.97326,3.019,27.34,58.6,21.93
2026-06-03 12:18:30,lht65-02,52.25,5.97326,3.016,28.08,53.9,22.06
2026-06-03 12:28:30,lht65-02,52.25,5.97326,3.016,29.28,51.3,22.18
2026-06-03 12:48:30,lht65-02,52.25,5.97326,3.016,26.76,55.2,22.37
2026-06-03 13:08:30,lht65-02,52.25,5.97326,3.016,25.02,61.4,22.56
2026-06-03 13:18:30,lht65-02,52.25,5.97326,3.016,25.06,63.8,22.56
2026-06-03 13:28:30,lht65-02,52.25,5.97326,3.016,25.89,66.4,22.62
2026-06-03 13:38:30,lht65-02,52.25,5.97326,3.016,27.89,60.4,22.68
2026-06-03 13:48:30,lht65-02,52.25,5.97326,3.016,28.74,53.4,22.68
2026-06-03 13:58:30,lht65-02,52.25,5.97326,3.016,28.67,49.5,22.75
2026-06-03 14:08:37,lht65-02,52.25,5.97326,3.018,28.41,51.8,22.81
2026-06-03 14:18:30,lht65-02,52.25,5.97326,3.018,27.85,53.0,22.93
