t_s,T_in_C,RH_in_pct,T_out_C,RH_out_pct,M1_open,M2_open,M3_open
33360,29.71,48.4,29.52,48.1,1,1,1
33420,29.74,48.3,29.54,48.0,1,1,1
33480,29.76,48.1,29.56,47.9,1,1,1
33540,29.78,48.0,29.58,47.8,1,1,1
33600,29.80,47.9,29.60,47.7,1,1,1
33660,29.82,47.8,29.62,47.6,1,1,1
33720,29.85,47.7,29.64,47.5,1,1,1
33780,29.87,47.6,29.66,47.4,1,1,1
33840,29.89,47.5,29.68,47.2,1,1,1
33900,30.42,47.9,29.70,47.1,1,1,0
33960,30.45,47.7,29.72,47.0,1,1,0
34020,30.48,47.6,29.74,46.9,1,1,0
34080,30.50,47.5,29.76,46.8,1,1,0
34140,30.53,47.4,29.78,46.7,1,1,0
34200,30.55,47.2,29.80,46.6,1,1,0
34260,30.56,47.2,29.80,46.6,1,1,0
34320,30.57,47.1,29.80,46.5,1,1,0
34380,30.57,47.1,29.80,46.5,1,1,0
34440,30.58,47.0,29.80,46.4,1,1,0
34500,30.58,47.0,29.80,46.4,1,1,0
34560,30.59,46.9,29.80,46.4,1,1,0
34620,30.59,46.9,29.80,46.3,1,1,0
34680,30.03,46.5,29.80,46.3,1,1,1
34740,30.03,46.4,29.80,46.2,1,1,1
34800,30.04,46.4,29.80,46.2,1,1,1
34860,30.04,46.3,29.80,46.2,1,1,1
34920,30.04,46.3,29.80,46.1,1,1,1
34980,30.04,46.2,29.80,46.1,1,1,1
35040,30.04,46.2,29.80,46.0,1,1,1
35100,30.04,46.1,29.80,46.0,1,1,1
35160,30.05,46.1,29.80,46.0,1,1,1
35220,30.05,46.1,29.80,45.9,1,1,1
35280,30.05,46.0,29.80,45.9,1,1,1
35340,30.05,46.0,29.80,45.8,1,1,1
35400,30.05,45.9,29.80,45.8,1,1,1
35460,30.05,45.9,29.80,45.8,1,1,1
35520,30.06,45.8,29.80,45.7,1,1,1
35580,30.06,45.8,29.80,45.7,1,1,1
35640,30.06,45.7,29.80,45.6,1,1,1
35700,30.06,45.7,29.80,45.6,1,1,1
35760,30.06,45.7,29.80,45.6,1,1,1
35820,30.06,45.6,29.80,45.5,1,1,1
35880,30.07,45.6,29.80,45.5,1,1,1
35940,30.07,45.5,29.80,45.4,1,1,1
36000,30.07,45.5,29.80,45.4,1,1,1
36060,30.06,45.5,29.79,45.4,1,1,1
36120,30.06,45.5,29.79,45.4,1,1,1
36180,30.05,45.5,29.78,45.4,1,1,1
36240,30.05,45.5,29.77,45.4,1,1,1
36300,30.04,45.5,29.77,45.4,1,1,1
36360,30.04,45.5,29.76,45.4,1,1,1
36420,30.03,45.5,29.75,45.4,1,1,1
36480,30.03,45.5,29.75,45.5,1,1,1
36540,30.02,45.5,29.74,45.5,1,1,1
36600,30.02,45.5,29.73,45.5,1,1,1
36660,30.01,45.5,29.73,45.5,1,1,1
36720,30.01,45.5,29.72,45.5,1,1,1
36780,30.00,45.5,29.71,45.5,1,1,1
36840,30.00,45.5,29.71,45.5,1,1,1
36900,29.99,45.5,29.70,45.5,1,1,1
36960,29.99,45.5,29.69,45.5,1,1,1
37020,30.70,45.5,29.69,45.5,1,1,0
37080,30.70,45.5,29.68,45.5,1,1,0
37140,30.70,45.5,29.67,45.5,1,1,0
37200,30.70,45.5,29.67,45.5,1,1,0
37260,30.69,45.5,29.66,45.5,1,1,0
37320,30.69,45.5,29.65,45.5,1,1,0
37380,30.69,45.5,29.65,45.6,1,1,0
37440,30.69,45.5,29.64,45.6,1,1,0
37500,30.69,45.5,29.63,45.6,1,1,0
37560,30.69,45.4,29.63,45.6,1,1,0
37620,30.69,45.4,29.62,45.6,1,1,0
37680,30.68,45.4,29.61,45.6,1,1,0
37740,30.68,45.4,29.61,45.6,1,1,0
37800,29.92,45.6,29.60,45.6,1,1,1
37860,29.95,45.6,29.64,45.6,1,1,1
37920,29.99,45.6,29.67,45.6,1,1,1
37980,30.03,45.5,29.71,45.6,1,1,1
38040,30.07,45.5,29.75,45.6,1,1,1
38100,30.11,45.5,29.78,45.6,1,1,1
38160,30.14,45.5,29.82,45.6,1,1,1
38220,30.18,45.5,29.86,45.6,1,1,1
38280,30.22,45.5,29.89,45.6,1,1,1
38340,30.26,45.5,29.93,45.6,1,1,1
38400,30.30,45.5,29.97,45.6,1,1,1
38460,30.33,45.5,30.00,45.6,1,1,1
38520,30.37,45.5,30.04,45.6,1,1,1
38580,30.41,45.5,30.08,45.6,1,1,1
38640,30.45,45.5,30.11,45.6,1,1,1
38700,30.49,45.5,30.15,45.6,1,1,1
38760,30.52,45.5,30.19,45.6,1,1,1
38820,30.56,45.5,30.22,45.6,1,1,1
38880,30.60,45.5,30.26,45.6,1,1,1
38940,30.64,45.5,30.29,45.6,1,1,1
39000,30.68,45.5,30.33,45.6,1,1,1
39060,30.71,45.4,30.37,45.6,1,1,1
39120,30.75,45.4,30.40,45.6,1,1,1
39180,30.79,45.4,30.44,45.6,1,1,1
39240,30.83,45.4,30.48,45.6,1,1,1
39300,30.87,45.4,30.51,45.6,1,1,1
39360,30.90,45.4,30.55,45.6,1,1,1
39420,30.94,45.4,30.59,45.6,1,1,1
39480,30.98,45.4,30.62,45.6,1,1,1
39540,31.02,45.4,30.66,45.6,1,1,1
39600,31.05,45.4,30.70,45.6,1,1,1
39660,31.07,45.3,30.72,45.5,1,1,1
39720,31.09,45.2,30.73,45.4,1,1,1
39780,31.11,45.0,30.75,45.2,1,1,1
39840,31.13,44.9,30.77,45.1,1,1,1
39900,31.15,44.8,30.78,45.0,1,1,1
39960,31.16,44.7,30.80,44.9,1,1,1
40020,31.18,44.5,30.82,44.7,1,1,1
40080,31.20,44.4,30.83,44.6,1,1,1
40140,31.22,44.3,30.85,44.5,1,1,1
40200,31.23,44.2,30.87,44.4,1,1,1
40260,31.25,44.0,30.88,44.3,1,1,1
40320,31.27,43.9,30.90,44.1,1,1,1
40380,31.29,43.8,30.91,44.0,1,1,1
40440,31.31,43.7,30.93,43.9,1,1,1
40500,31.32,43.5,30.95,43.8,1,1,1
40560,31.34,43.4,30.96,43.6,1,1,1
40620,31.36,43.3,30.98,43.5,1,1,1
40680,31.38,43.2,31.00,43.4,1,1,1
40740,31.40,43.1,31.01,43.3,1,1,1
40800,31.41,42.9,31.03,43.1,1,1,1
40860,31.43,42.8,31.05,43.0,1,1,1
40920,31.45,42.7,31.06,42.9,1,1,1
40980,31.47,42.6,31.08,42.8,1,1,1
41040,31.48,42.4,31.10,42.7,1,1,1
41100,31.50,42.3,31.11,42.5,1,1,1
41160,31.52,42.2,31.13,42.4,1,1,1
41220,31.54,42.1,31.15,42.3,1,1,1
41280,31.55,41.9,31.16,42.2,1,1,1
41340,31.57,41.8,31.18,42.0,1,1,1
41400,31.59,41.7,31.20,41.9,1,1,1
41460,31.58,41.7,31.19,41.9,1,1,1
41520,31.57,41.7,31.18,42.0,1,1,1
41580,31.56,41.8,31.16,42.0,1,1,1
41640,31.54,41.8,31.15,42.0,1,1,1
41700,31.53,41.8,31.14,42.0,1,1,1
41760,31.52,41.8,31.12,42.1,1,1,1
41820,31.51,41.9,31.11,42.1,1,1,1
41880,31.50,41.9,31.09,42.1,1,1,1
41940,31.48,41.9,31.08,42.2,1,1,1
42000,31.47,41.9,31.07,42.2,1,1,1
42060,31.46,42.0,31.05,42.2,1,1,1
42120,31.45,42.0,31.04,42.3,1,1,1
42180,31.43,42.0,31.03,42.3,1,1,1
42240,31.42,42.1,31.01,42.3,1,1,1
42300,31.41,42.1,31.00,42.3,1,1,1
42360,31.40,42.1,30.99,42.4,1,1,1
42420,31.38,42.1,30.97,42.4,1,1,1
42480,31.37,42.2,30.96,42.4,1,1,1
42540,31.36,42.2,30.95,42.5,1,1,1
42600,31.35,42.2,30.93,42.5,1,1,1
42660,31.33,42.2,30.92,42.5,1,1,1
42720,31.32,42.3,30.91,42.6,1,1,1
42780,31.31,42.3,30.89,42.6,1,1,1
42840,31.30,42.3,30.88,42.6,1,1,1
42900,31.28,42.4,30.87,42.6,1,1,1
42960,31.27,42.4,30.85,42.7,1,1,1
43020,31.26,42.4,30.84,42.7,1,1,1
43080,31.24,42.4,30.83,42.7,1,1,1
43140,31.23,42.5,30.81,42.8,1,1,1
43200,31.22,42.5,30.80,42.8,1,1,1
43260,31.31,42.2,30.89,42.5,1,1,1
43320,31.41,41.9,30.99,42.2,1,1,1
43380,31.51,41.6,31.09,41.9,1,1,1
43440,31.61,41.3,31.19,41.6,1,1,1
43500,31.71,41.0,31.29,41.3,1,1,1
43560,31.82,40.8,31.39,41.0,1,1,1
43620,31.92,40.5,31.49,40.7,1,1,1
43680,32.02,40.2,31.59,40.4,1,1,1
43740,32.12,39.9,31.69,40.1,1,1,1
43800,32.22,39.6,31.79,39.8,1,1,1
43860,32.32,39.3,31.89,39.6,1,1,1
43920,32.42,39.0,31.99,39.3,1,1,1
43980,32.52,38.7,32.10,39.0,1,1,1
44040,32.62,38.4,32.20,38.7,1,1,1
44100,32.72,38.1,32.30,38.4,1,1,1
44160,32.82,37.8,32.40,38.1,1,1,1
44220,32.93,37.5,32.50,37.8,1,1,1
44280,33.03,37.2,32.60,37.5,1,1,1
44340,33.13,36.9,32.70,37.2,1,1,1
44400,33.23,36.6,32.80,36.9,1,1,1
44460,33.33,36.3,32.90,36.6,1,1,1
44520,33.43,36.0,33.00,36.3,1,1,1
44580,33.53,35.7,33.10,36.0,1,1,1
44640,33.63,35.4,33.20,35.7,1,1,1
44700,33.73,35.1,33.30,35.4,1,1,1
44760,33.83,34.9,33.40,35.1,1,1,1
44820,33.93,34.6,33.50,34.8,1,1,1
44880,34.03,34.3,33.60,34.5,1,1,1
44940,34.13,34.0,33.70,34.2,1,1,1
45000,34.23,33.7,33.80,33.9,1,1,1
45060,34.17,33.8,33.74,34.0,1,1,1
45120,34.11,33.9,33.67,34.1,1,1,1
45180,34.05,34.0,33.61,34.2,1,1,1
45240,33.98,34.0,33.55,34.3,1,1,1
45300,33.92,34.1,33.48,34.4,1,1,1
45360,33.86,34.2,33.42,34.5,1,1,1
45420,33.79,34.3,33.36,34.6,1,1,1
45480,33.73,34.4,33.29,34.6,1,1,1
45540,33.67,34.5,33.23,34.7,1,1,1
45600,33.60,34.6,33.17,34.8,1,1,1
45660,33.54,34.7,33.10,34.9,1,1,1
45720,33.48,34.8,33.04,35.0,1,1,1
45780,33.41,34.9,32.98,35.1,1,1,1
45840,33.35,35.0,32.91,35.2,1,1,1
45900,33.29,35.1,32.85,35.3,1,1,1
45960,33.23,35.2,32.79,35.4,1,1,1
46020,33.16,35.3,32.72,35.5,1,1,1
46080,33.10,35.3,32.66,35.6,1,1,1
46140,33.04,35.4,32.60,35.7,1,1,1
46200,32.97,35.5,32.53,35.8,1,1,1
46260,32.91,35.6,32.47,35.9,1,1,1
46320,32.85,35.7,32.41,36.0,1,1,1
46380,32.78,35.8,32.34,36.0,1,1,1
46440,32.72,35.9,32.28,36.1,1,1,1
46500,32.66,36.0,32.22,36.2,1,1,1
46560,32.59,36.1,32.15,36.3,1,1,1
46620,32.53,36.2,32.09,36.4,1,1,1
46680,32.47,36.3,32.03,36.5,1,1,1
46740,32.40,36.4,31.96,36.6,1,1,1
46800,32.34,36.5,31.90,36.7,1,1,1
46860,32.36,36.3,31.92,36.6,1,1,1
46920,32.37,36.2,31.93,36.5,1,1,1
46980,32.39,36.1,31.95,36.3,1,1,1
47040,32.41,36.0,31.97,36.2,1,1,1
47100,32.42,35.9,31.98,36.1,1,1,1
47160,32.44,35.8,32.00,36.0,1,1,1
47220,32.46,35.6,32.02,35.9,1,1,1
47280,32.47,35.5,32.03,35.7,1,1,1
47340,32.49,35.4,32.05,35.6,1,1,1
47400,32.51,35.3,32.07,35.5,1,1,1
47460,32.52,35.2,32.08,35.4,1,1,1
47520,32.54,35.1,32.10,35.3,1,1,1
47580,32.56,34.9,32.12,35.1,1,1,1
47640,32.57,34.8,32.13,35.0,1,1,1
47700,32.59,34.7,32.15,34.9,1,1,1
47760,32.61,34.6,32.17,34.8,1,1,1
47820,32.62,34.5,32.18,34.7,1,1,1
47880,32.64,34.3,32.20,34.5,1,1,1
47940,32.66,34.2,32.22,34.4,1,1,1
48000,32.67,34.1,32.23,34.3,1,1,1
48060,32.69,34.0,32.25,34.2,1,1,1
48120,32.70,33.9,32.27,34.1,1,1,1
48180,32.72,33.8,32.28,33.9,1,1,1
48240,32.74,33.6,32.30,33.8,1,1,1
48300,32.75,33.5,32.32,33.7,1,1,1
48360,32.77,33.4,32.33,33.6,1,1,1
48420,32.79,33.3,32.35,33.5,1,1,1
48480,32.80,33.2,32.37,33.3,1,1,1
48540,32.82,33.1,32.38,33.2,1,1,1
48600,32.83,32.9,32.40,33.1,1,1,1
48660,32.83,33.0,32.40,33.1,1,1,1
48720,32.83,33.0,32.39,33.2,1,1,1
48780,32.82,33.0,32.39,33.2,1,1,1
48840,32.82,33.1,32.39,33.2,1,1,1
48900,32.82,33.1,32.38,33.3,1,1,1
48960,32.81,33.1,32.38,33.3,1,1,1
49020,32.81,33.2,32.38,33.3,1,1,1
49080,32.80,33.2,32.37,33.4,1,1,1
49140,32.80,33.2,32.37,33.4,1,1,1
49200,32.80,33.3,32.37,33.4,1,1,1
49260,32.79,33.3,32.36,33.5,1,1,1
49320,32.79,33.3,32.36,33.5,1,1,1
49380,32.79,33.4,32.36,33.5,1,1,1
49440,32.78,33.4,32.35,33.6,1,1,1
49500,32.78,33.5,32.35,33.6,1,1,1
49560,32.77,33.5,32.35,33.6,1,1,1
49620,32.77,33.5,32.34,33.7,1,1,1
49680,32.77,33.6,32.34,33.7,1,1,1
49740,32.76,33.6,32.34,33.7,1,1,1
49800,32.76,33.6,32.33,33.8,1,1,1
49860,32.75,33.7,32.33,33.8,1,1,1
49920,32.75,33.7,32.33,33.8,1,1,1
49980,32.75,33.7,32.32,33.9,1,1,1
50040,32.74,33.8,32.32,33.9,1,1,1
50100,32.74,33.8,32.32,33.9,1,1,1
50160,32.73,33.8,32.31,34.0,1,1,1
50220,32.73,33.9,32.31,34.0,1,1,1
50280,32.73,33.9,32.31,34.0,1,1,1
50340,32.72,33.9,32.30,34.1,1,1,1
50400,32.72,34.0,32.30,34.1,1,1,1
50460,32.68,34.0,32.27,34.2,1,1,1
50520,32.65,34.1,32.23,34.2,1,1,1
50580,32.62,34.1,32.20,34.3,1,1,1
50640,32.58,34.2,32.17,34.3,1,1,1
50700,32.55,34.2,32.13,34.4,1,1,1
50760,32.51,34.3,32.10,34.4,1,1,1
50820,32.48,34.4,32.07,34.5,1,1,1
50880,32.45,34.4,32.03,34.5,1,1,1
50940,32.41,34.5,32.00,34.6,1,1,1
51000,32.38,34.5,31.97,34.7,1,1,1
51060,32.34,34.6,31.93,34.7,1,1,1
51120,32.31,34.6,31.90,34.8,1,1,1
51180,32.27,34.7,31.87,34.8,1,1,1
51240,32.24,34.8,31.83,34.9,1,1,1
51300,32.21,34.8,31.80,34.9,1,1,1
51360,32.17,34.9,31.77,35.0,1,1,1
51420,32.14,34.9,31.73,35.0,1,1,1
51480,32.10,35.0,31.70,35.1,1,1,1
51540,32.07,35.0,31.67,35.2,1,1,1
51600,32.03,35.1,31.63,35.2,1,1,1
51660,32.00,35.2,31.60,35.3,1,1,1
51720,31.97,35.2,31.57,35.3,1,1,1
51780,31.93,35.3,31.53,35.4,1,1,1
51840,31.90,35.3,31.50,35.4,1,1,1
51900,31.86,35.4,31.47,35.5,1,1,1
51960,31.83,35.4,31.43,35.5,1,1,1
52020,31.79,35.5,31.40,35.6,1,1,1
52080,31.76,35.6,31.37,35.7,1,1,1
52140,31.73,35.6,31.33,35.7,1,1,1
52200,31.69,35.7,31.30,35.8,1,1,1
52260,31.66,35.7,31.27,35.8,1,1,1
52320,31.62,35.8,31.23,35.9,1,1,1
52380,31.59,35.9,31.20,35.9,1,1,1
52440,31.55,35.9,31.17,36.0,1,1,1
52500,31.52,36.0,31.13,36.0,1,1,1
52560,31.49,36.0,31.10,36.1,1,1,1
52620,31.45,36.1,31.07,36.2,1,1,1
52680,31.42,36.1,31.03,36.2,1,1,1
52740,31.38,36.2,31.00,36.3,1,1,1
52800,31.35,36.3,30.97,36.3,1,1,1
52860,31.31,36.3,30.93,36.4,1,1,1
52920,31.28,36.4,30.90,36.4,1,1,1
52980,31.24,36.4,30.87,36.5,1,1,1
53040,31.21,36.5,30.83,36.5,1,1,1
53100,31.18,36.5,30.80,36.6,1,1,1
53160,31.14,36.6,30.77,36.7,1,1,1
53220,31.11,36.7,30.73,36.7,1,1,1
53280,31.07,36.7,30.70,36.8,1,1,1
53340,31.04,36.8,30.67,36.8,1,1,1
53400,31.00,36.8,30.63,36.9,1,1,1
53460,30.97,36.9,30.60,36.9,1,1,1
53520,30.93,37.0,30.57,37.0,1,1,1
53580,30.90,37.0,30.53,37.0,1,1,1
53640,30.86,37.1,30.50,37.1,1,1,1
53700,30.83,37.1,30.47,37.2,1,1,1
53760,30.80,37.2,30.43,37.2,1,1,1
53820,30.76,37.3,30.40,37.3,1,1,1
53880,30.73,37.3,30.37,37.3,1,1,1
53940,30.69,37.4,30.33,37.4,1,1,1
54000,30.66,37.4,30.30,37.4,1,1,1
54060,30.62,37.5,30.27,37.5,1,1,1
54120,30.59,37.5,30.23,37.5,1,1,1
54180,30.55,37.6,30.20,37.6,1,1,1
54240,30.52,37.7,30.17,37.7,1,1,1
54300,30.48,37.7,30.13,37.7,1,1,1
54360,30.45,37.8,30.10,37.8,1,1,1
54420,30.41,37.8,30.07,37.8,1,1,1
54480,30.38,37.9,30.03,37.9,1,1,1
54540,30.34,38.0,30.00,37.9,1,1,1
54600,30.31,38.0,29.97,38.0,1,1,1
54660,30.28,38.1,29.93,38.0,1,1,1
54720,30.24,38.1,29.90,38.1,1,1,1
54780,30.21,38.2,29.87,38.2,1,1,1
54840,30.17,38.3,29.83,38.2,1,1,1
54900,30.14,38.3,29.80,38.3,1,1,1
54960,30.10,38.4,29.77,38.3,1,1,1
55020,30.07,38.4,29.73,38.4,1,1,1
55080,30.03,38.5,29.70,38.4,1,1,1
55140,30.00,38.5,29.67,38.5,1,1,1
55200,29.96,38.6,29.63,38.5,1,1,1
55260,29.93,38.7,29.60,38.6,1,1,1
55320,30.69,38.8,29.57,38.7,1,1,0
55380,30.65,38.9,29.53,38.7,1,1,0
55440,30.61,39.0,29.50,38.8,1,1,0
55500,30.57,39.0,29.47,38.8,1,1,0
55560,30.53,39.1,29.43,38.9,1,1,0
55620,30.50,39.2,29.40,38.9,1,1,0
55680,30.46,39.2,29.37,39.0,1,1,0
55740,30.42,39.3,29.33,39.0,1,1,0
55800,30.38,39.4,29.30,39.1,1,1,0
55860,30.36,39.4,29.28,39.1,1,1,0
55920,30.33,39.4,29.26,39.1,1,1,0
55980,30.31,39.5,29.24,39.2,1,1,0
56040,30.28,39.5,29.22,39.2,1,1,0
56100,29.51,39.3,29.20,39.2,1,1,1
56160,29.49,39.3,29.18,39.2,1,1,1
56220,29.46,39.4,29.16,39.2,1,1,1
56280,29.44,39.4,29.14,39.3,1,1,1
56340,29.42,39.4,29.12,39.3,1,1,1
56400,29.40,39.4,29.10,39.3,1,1,1
56460,29.38,39.5,29.08,39.3,1,1,1
56520,29.36,39.5,29.06,39.3,1,1,1
56580,29.34,39.5,29.04,39.4,1,1,1
56640,29.31,39.5,29.02,39.4,1,1,1
56700,29.29,39.6,29.00,39.4,1,1,1
56760,29.27,39.6,28.98,39.4,1,1,1
56820,29.25,39.6,28.96,39.4,1,1,1
56880,29.93,40.0,28.94,39.5,1,1,0
56940,29.90,40.0,28.92,39.5,1,1,0
57000,29.88,40.1,28.90,39.5,1,1,0
57060,29.85,40.1,28.88,39.5,1,1,0
57120,29.82,40.1,28.86,39.5,1,1,0
57180,29.80,40.2,28.84,39.6,1,1,0
57240,29.77,40.2,28.82,39.6,1,1,0
57300,29.75,40.2,28.80,39.6,1,1,0
57360,29.72,40.3,28.78,39.6,1,1,0
57420,29.70,40.3,28.76,39.6,1,1,0
57480,29.67,40.3,28.74,39.7,1,1,0
57540,29.65,40.4,28.72,39.7,1,1,0
57600,29.62,40.4,28.70,39.7,1,1,0
57660,29.59,40.7,28.67,39.9,1,1,0
57720,29.55,40.9,28.64,40.2,1,1,0
57780,29.51,41.2,28.61,40.4,1,1,0
57840,29.48,41.4,28.58,40.7,1,1,0
57900,29.44,41.7,28.55,40.9,1,1,0
57960,29.41,41.9,28.52,41.2,1,1,0
58020,29.37,42.2,28.49,41.4,1,1,0
58080,29.34,42.4,28.46,41.7,1,1,0
58140,29.30,42.7,28.43,41.9,1,1,0
58200,29.27,42.9,28.40,42.1,1,1,0
58260,29.23,43.2,28.37,42.4,1,1,0
58320,29.19,43.4,28.34,42.6,1,1,0
58380,29.16,43.7,28.31,42.9,1,1,0
58440,29.12,43.9,28.28,43.1,1,1,0
58500,29.09,44.2,28.25,43.4,1,1,0
58560,29.05,44.4,28.22,43.6,1,1,0
58620,29.02,44.7,28.19,43.8,1,1,0
58680,28.98,44.9,28.16,44.1,1,1,0
58740,28.95,45.2,28.13,44.3,1,1,0
58800,28.91,45.4,28.10,44.6,1,1,0
58860,28.87,45.7,28.07,44.8,1,1,0
58920,28.84,45.9,28.04,45.1,1,1,0
58980,28.80,46.2,28.01,45.3,1,1,0
59040,28.77,46.4,27.98,45.5,1,1,0
59100,28.73,46.7,27.95,45.8,1,1,0
59160,28.70,46.9,27.92,46.0,1,1,0
59220,28.66,47.2,27.89,46.3,1,1,0
59280,28.62,47.4,27.86,46.5,1,1,0
59340,28.59,47.7,27.83,46.8,1,1,0
59400,28.55,47.9,27.80,47.0,1,1,0
59460,28.52,47.9,27.78,46.9,1,1,0
59520,28.50,47.8,27.75,46.8,1,1,0
59580,28.47,47.7,27.73,46.7,1,1,0
59640,28.44,47.7,27.71,46.6,1,1,0
59700,28.41,47.6,27.68,46.5,1,1,0
59760,28.38,47.5,27.66,46.4,1,1,0
59820,28.35,47.5,27.64,46.3,1,1,0
59880,28.32,47.4,27.61,46.3,1,1,0
59940,28.29,47.3,27.59,46.2,1,1,0
60000,28.26,47.3,27.57,46.1,1,1,0
60060,28.24,47.2,27.54,46.0,1,1,0
60120,28.21,47.1,27.52,45.9,1,1,0
60180,28.18,47.1,27.50,45.8,1,1,0
60240,28.15,47.0,27.47,45.7,1,1,0
60300,28.12,46.9,27.45,45.6,1,1,0
60360,28.09,46.8,27.43,45.5,1,1,0
60420,28.06,46.8,27.40,45.4,1,1,0
60480,28.03,46.7,27.38,45.3,1,1,0
60540,28.01,46.6,27.36,45.2,1,1,0
60600,27.98,46.6,27.33,45.1,1,1,0
60660,28.55,47.7,27.31,45.0,0,1,0
60720,28.51,47.7,27.29,45.0,0,1,0
60780,28.48,47.6,27.27,44.9,0,1,0
60840,28.44,47.6,27.24,44.8,0,1,0
60900,28.41,47.5,27.22,44.7,0,1,0
60960,28.38,47.5,27.20,44.6,0,1,0
61020,28.34,47.4,27.17,44.5,0,1,0
61080,28.31,47.4,27.15,44.4,0,1,0
61140,28.27,47.3,27.13,44.3,0,1,0
61200,28.24,47.3,27.10,44.2,0,1,0
61260,28.18,47.4,27.05,44.3,0,1,0
61320,27.57,46.1,26.99,44.4,1,1,0
61380,27.51,46.3,26.94,44.6,1,1,0
61440,27.44,46.4,26.88,44.7,1,1,0
61500,27.38,46.6,26.82,44.8,1,1,0
61560,27.32,46.7,26.77,44.9,1,1,0
61620,27.26,46.9,26.71,45.1,1,1,0
61680,27.20,47.0,26.65,45.2,1,1,0
61740,27.14,47.2,26.60,45.3,1,1,0
61800,27.07,47.3,26.54,45.4,1,1,0
61860,27.01,47.5,26.49,45.6,1,1,0
61920,26.95,47.6,26.43,45.7,1,1,0
61980,27.37,49.5,26.37,45.8,0,1,0
62040,27.31,49.6,26.32,46.0,0,1,0
62100,27.24,49.8,26.26,46.1,0,1,0
62160,27.17,50.0,26.20,46.2,0,1,0
62220,27.11,50.1,26.15,46.3,0,1,0
62280,27.04,50.3,26.09,46.5,0,1,0
62340,26.97,50.5,26.03,46.6,0,1,0
62400,26.91,50.7,25.98,46.7,0,1,0
62460,26.84,50.8,25.92,46.8,0,1,0
62520,26.77,51.0,25.87,47.0,0,1,0
62580,26.71,51.2,25.81,47.1,0,1,0
62640,26.64,51.3,25.75,47.2,0,1,0
62700,26.57,51.5,25.70,47.3,0,1,0
62760,26.51,51.7,25.64,47.5,0,1,0
62820,26.44,51.9,25.58,47.6,0,1,0
62880,26.38,52.0,25.53,47.7,0,1,0
62940,26.31,52.2,25.47,47.8,0,1,0
63000,26.24,52.4,25.41,48.0,0,1,0
63060,26.12,52.7,25.30,48.2,0,1,0
63120,25.97,53.1,25.16,48.5,0,1,0
63180,25.82,53.5,25.02,48.9,0,1,0
63240,25.67,53.9,24.88,49.2,0,1,0
63300,25.52,54.3,24.75,49.5,0,1,0
63360,25.38,54.7,24.61,49.8,0,1,0
63420,25.23,55.0,24.47,50.1,0,1,0
63480,25.08,55.4,24.33,50.4,0,1,0
63540,24.93,55.8,24.19,50.7,0,1,0
63600,24.79,56.2,24.06,51.0,0,1,0
63660,24.64,56.6,23.92,51.4,0,1,0
63720,24.49,57.0,23.78,51.7,0,1,0
63780,24.35,57.4,23.64,52.0,0,1,0
63840,24.20,57.8,23.50,52.3,0,1,0
63900,24.05,58.2,23.37,52.6,0,1,0
63960,23.90,58.6,23.23,52.9,0,1,0
64020,23.76,59.0,23.09,53.2,0,1,0
64080,23.61,59.4,22.95,53.6,0,1,0
64140,23.46,59.8,22.81,53.9,0,1,0
64200,23.32,60.2,22.68,54.2,0,1,0
64260,23.17,60.6,22.54,54.5,0,1,0
64320,23.02,61.0,22.40,54.8,0,1,0
64380,22.88,61.4,22.26,55.1,0,1,0
64440,32.38,100.0,22.13,55.4,0,0,0
64500,22.58,62.2,21.99,55.7,1,0,0
64560,22.43,62.6,21.85,56.1,1,0,0
64620,21.81,57.6,21.71,56.4,1,0,1
64680,21.67,57.9,21.57,56.7,1,0,1
64740,21.53,58.2,21.44,57.0,1,0,1
64800,21.39,58.6,21.30,57.3,1,0,1
64860,21.28,59.0,21.18,57.7,1,0,1
64920,21.16,59.4,21.06,58.1,1,0,1
64980,21.04,59.9,20.95,58.6,1,0,1
65040,20.92,60.3,20.83,59.0,1,0,1
65100,20.80,60.7,20.71,59.4,1,0,1
65160,20.70,61.4,20.60,59.8,0,0,1
65220,20.58,61.9,20.48,60.2,0,0,1
65280,20.47,62.3,20.36,60.7,0,0,1
65340,20.35,62.8,20.25,61.1,0,0,1
65400,28.09,100.0,20.13,61.5,0,0,0
65460,20.47,69.9,20.01,61.9,0,1,0
65520,20.35,70.4,19.90,62.3,0,1,0
65580,20.23,70.9,19.78,62.8,0,1,0
65640,20.10,71.4,19.66,63.2,0,1,0
65700,19.98,71.9,19.55,63.6,0,1,0
65760,19.85,72.4,19.43,64.0,0,1,0
65820,19.73,73.0,19.31,64.4,0,1,0
65880,19.60,73.5,19.20,64.9,0,1,0
65940,19.48,74.0,19.08,65.3,0,1,0
66000,19.36,74.5,18.96,65.7,0,1,0
66060,19.23,75.0,18.85,66.1,0,1,0
66120,18.93,71.3,18.73,66.5,1,1,0
66180,18.80,71.7,18.61,67.0,1,1,0
66240,18.68,72.2,18.50,67.4,1,1,0
66300,18.56,72.7,18.38,67.8,1,1,0
66360,18.44,73.1,18.26,68.2,1,1,0
66420,18.32,73.6,18.15,68.6,1,1,0
66480,18.20,74.1,18.03,69.1,1,1,0
66540,18.08,74.6,17.91,69.5,1,1,0
66600,17.96,75.0,17.80,69.9,1,1,0
66660,17.89,75.4,17.73,70.3,1,1,0
66720,17.81,75.9,17.65,70.6,1,1,0
66780,17.73,76.3,17.58,71.0,1,1,0
